char_1,char_2
Ginny Weasley,Justin Finch-Fletchley
Ginny Weasley,Katie Bell
Ginny Weasley,Kingsley Shacklebolt
Ginny Weasley,Lavender Brown
Ginny Weasley,Lee Jordan
Ginny Weasley,Lily Potter
Ginny Weasley,Lucius Malfoy
Ginny Weasley,Luna Lovegood
Ginny Weasley,Marietta Edgecombe
Ginny Weasley,Michael Corner
Ginny Weasley,Minerva McGonagall
Ginny Weasley,Molly Weasley
Ginny Weasley,Nagini
Ginny Weasley,Neville Longbottom
Ginny Weasley,Nymphadora Tonks
Ginny Weasley,Parvati Patil
Ginny Weasley,Peeves
Ginny Weasley,Penelope Clearwater
Ginny Weasley,Percy Weasley
Ginny Weasley,Poppy Pomfrey
Ginny Weasley,Rabastan Lestrange
Ginny Weasley,Remus Lupin
Ginny Weasley,Rita Skeeter
Ginny Weasley,Rodolphus Lestrange
Ginny Weasley,Ron Weasley
Ginny Weasley,Rubeus Hagrid
Ginny Weasley,Rufus Scrimgeour
Ginny Weasley,Seamus Finnigan
Ginny Weasley,Severus Snape
Ginny Weasley,Sirius Black
Ginny Weasley,Susan Bones
Ginny Weasley,Viktor Krum
Ginny Weasley,Zacharias Smith
Molly Weasley,Aberforth Dumbledore
Molly Weasley,"Alaster ""Mad-Eye"" Moody"
Molly Weasley,Albus Dumbledore
Molly Weasley,Alice Longbottom
Molly Weasley,Amos Diggory
Molly Weasley,Andromeda Tonks
Molly Weasley,Angelina Johnson
Molly Weasley,Antonin Dolohov
Molly Weasley,Arthur Weasley
Molly Weasley,Bellatrix Lestrange
Molly Weasley,Bill Weasley
Molly Weasley,Cedric Diggory
Molly Weasley,Charlie Weasley
Molly Weasley,Dobby
Molly Weasley,Draco Malfoy
Molly Weasley,Dudley Dursley
Molly Weasley,Fat Lady
Molly Weasley,Fawkes
Molly Weasley,Fleur Delacour
Molly Weasley,Fred Weasley
Molly Weasley,George Weasley
Molly Weasley,Gilderoy Lockhart
Molly Weasley,Ginny Weasley
Molly Weasley,Harry Potter
Molly Weasley,Hermione Granger
Molly Weasley,Kingsley Shacklebolt
Molly Weasley,Lily Potter
Molly Weasley,Lord Voldemort
Molly Weasley,Lucius Malfoy
Molly Weasley,Luna Lovegood
Molly Weasley,Minerva McGonagall
Molly Weasley,Mundungus Fletcher
Molly Weasley,Nagini
Molly Weasley,Neville Longbottom
Molly Weasley,Nymphadora Tonks
Molly Weasley,Percy Weasley
Molly Weasley,Petunia Dursley
Molly Weasley,Remus Lupin
Molly Weasley,Rita Skeeter
Molly Weasley,Rodolphus Lestrange
Molly Weasley,Ron Weasley
Molly Weasley,Rubeus Hagrid
Molly Weasley,Rufus Scrimgeour
Molly Weasley,Scabbers
Molly Weasley,Severus Snape
Molly Weasley,Sirius Black
Molly Weasley,Vernon Dursley
Molly Weasley,Viktor Krum
Percy Weasley,Aberforth Dumbledore
Percy Weasley,Albus Dumbledore
Percy Weasley,Angelina Johnson
Percy Weasley,Argus Filch
Percy Weasley,Arthur Weasley
Percy Weasley,Augustus Rookwood
Percy Weasley,Barty Crouch Sr.
Percy Weasley,Bill Weasley
Percy Weasley,Charity Burbage
Percy Weasley,Charlie Weasley
Percy Weasley,Cornelius Fudge
Percy Weasley,Dirk Cresswell
Percy Weasley,Dobby
Percy Weasley,Dolores Umbridge
Percy Weasley,Fleur Delacour
Percy Weasley,Fred Weasley
Percy Weasley,George Weasley
Percy Weasley,Ginny Weasley
Percy Weasley,Harry Potter
Percy Weasley,Hermione Granger
Percy Weasley,Kingsley Shacklebolt
Percy Weasley,Lord Voldemort
Percy Weasley,Minerva McGonagall
Percy Weasley,Molly Weasley
Percy Weasley,Mundungus Fletcher
Percy Weasley,Nagini
Percy Weasley,Oliver Wood
Percy Weasley,Peeves
Percy Weasley,Penelope Clearwater
Percy Weasley,Peter Pettigrew
Percy Weasley,Pius Thicknesse
Percy Weasley,Pomona Sprout
Percy Weasley,Remus Lupin
Percy Weasley,Rita Skeeter
Percy Weasley,Ron Weasley
Percy Weasley,Rubeus Hagrid
Percy Weasley,Rufus Scrimgeour
Percy Weasley,Scabbers
Percy Weasley,Seamus Finnigan
Percy Weasley,Sirius Black
Percy Weasley,Winky
Percy Weasley,Wormtail
Ron Weasley,Aberforth Dumbledore
Ron Weasley,"Alaster ""Mad-Eye"" Moody"
Ron Weasley,Albus Dumbledore
Ron Weasley,Alecto Carrow
Ron Weasley,Alicia Spinnet
Ron Weasley,Amycus Carrow
Ron Weasley,Angelina Johnson
Ron Weasley,Anthony Goldstein
Ron Weasley,Antonin Dolohov
Ron Weasley,Arabella Figg
Ron Weasley,Aragog
Ron Weasley,Argus Filch
Ron Weasley,Arthur Weasley
Ron Weasley,Barty Crouch Jr.
Ron Weasley,Barty Crouch Sr.
Ron Weasley,Bellatrix Lestrange
Ron Weasley,Bloody Baron
Ron Weasley,Buckbeak
Ron Weasley,Cedric Diggory
Ron Weasley,Cho Chang
Ron Weasley,Colin Creevey
Ron Weasley,Cormac McLaggen
Ron Weasley,Cornelius Fudge
Ron Weasley,Crookshanks
Ron Weasley,Dean Thomas
Ron Weasley,Dedalus Diggle
Ron Weasley,Dobby
Ron Weasley,Dolores Umbridge
Ron Weasley,Draco Malfoy
Ron Weasley,Elphias Doge
Ron Weasley,Emmeline Vance
Ron Weasley,Ernie Macmillan
Ron Weasley,Fenrir Greyback
Ron Weasley,Firenze
Ron Weasley,Fleur Delacour
Ron Weasley,Fred Weasley
Ron Weasley,Gabrielle Delacour
Ron Weasley,Garrick Ollivander
Ron Weasley,George Weasley
Ron Weasley,Gilderoy Lockhart
Ron Weasley,Ginny Weasley
Ron Weasley,Gregory Goyle
Ron Weasley,Griphook
Ron Weasley,Hannah Abbott
Ron Weasley,Harry Potter
Ron Weasley,Hedwig
Ron Weasley,Hermione Granger
Ron Weasley,Horace Slughorn
Ron Weasley,Justin Finch-Fletchley
Ron Weasley,Katie Bell
Ron Weasley,Kingsley Shacklebolt
Ron Weasley,Kreacher
Ron Weasley,Lavender Brown
Ron Weasley,Lee Jordan
Ron Weasley,Lily Potter
Ron Weasley,Lord Voldemort
Ron Weasley,Lucius Malfoy
Ron Weasley,Luna Lovegood
Ron Weasley,Marietta Edgecombe
Ron Weasley,Mary Cattermole
Ron Weasley,Michael Corner
Ron Weasley,Millicent Bulstrode
Ron Weasley,Minerva McGonagall
Ron Weasley,Moaning Myrtle
Ron Weasley,Molly Weasley
Ron Weasley,Mundungus Fletcher
Ron Weasley,Nagini
Ron Weasley,Narcissa Malfoy
Ron Weasley,Neville Longbottom
Ron Weasley,Nicholas de Mimsy-Porpington
Ron Weasley,Nymphadora Tonks
Ron Weasley,Padma Patil
Ron Weasley,Parvati Patil
Ron Weasley,Peeves
Ron Weasley,Penelope Clearwater
Ron Weasley,Percy Weasley
Ron Weasley,Peter Pettigrew
Ron Weasley,Quirinus Quirrell
Ron Weasley,Rabastan Lestrange
Ron Weasley,Reginald Cattermole
Ron Weasley,Regulus Black
Ron Weasley,Remus Lupin
Ron Weasley,Rita Skeeter
Ron Weasley,Rodolphus Lestrange
Ron Weasley,Romilda Vane
Ron Weasley,Rubeus Hagrid
Ron Weasley,Rufus Scrimgeour
Ron Weasley,Seamus Finnigan
Ron Weasley,Severus Snape
Ron Weasley,Sirius Black
Ron Weasley,Sturgis Podmore
Ron Weasley,Susan Bones
Ron Weasley,Sybill Trelawney
Ron Weasley,Terry Boot
Ron Weasley,Vernon Dursley
Ron Weasley,Viktor Krum
Ron Weasley,Vincent Crabbe
Ron Weasley,Xenophilius Lovegood
Ron Weasley,Zacharias Smith
Oliver Wood,Alicia Spinnet
Oliver Wood,Angelina Johnson
Oliver Wood,Cedric Diggory
Oliver Wood,Cho Chang
Oliver Wood,Colin Creevey
Oliver Wood,Cormac McLaggen
Oliver Wood,Draco Malfoy
Oliver Wood,Fred Weasley
Oliver Wood,George Weasley
Oliver Wood,Harry Potter
Oliver Wood,Katie Bell
Oliver Wood,Lee Jordan
Oliver Wood,Minerva McGonagall
Oliver Wood,Neville Longbottom
Oliver Wood,Percy Weasley
Oliver Wood,Quirinus Quirrell
Oliver Wood,Remus Lupin
Oliver Wood,Rolanda Hooch
Oliver Wood,Severus Snape
Oliver Wood,Sirius Black
Blaise Zabini,Cormac McLaggen
Blaise Zabini,Draco Malfoy
Blaise Zabini,Harry Potter
Blaise Zabini,Horace Slughorn
Blaise Zabini,Pansy Parkinson
Blaise Zabini,Theodore Nott
Amycus Carrow,Albus Dumbledore
Amycus Carrow,Alecto Carrow
Amycus Carrow,Argus Filch
Amycus Carrow,Augusta Longbottom
Amycus Carrow,Draco Malfoy
Amycus Carrow,Ernie Macmillan
Amycus Carrow,Fat Friar
Amycus Carrow,Fenrir Greyback
Amycus Carrow,Filius Flitwick
Amycus Carrow,Ginny Weasley
Amycus Carrow,Hannah Abbott
Amycus Carrow,Harry Potter
Amycus Carrow,Helena Ravenclaw
Amycus Carrow,Hermione Granger
Amycus Carrow,Irma Pince
Amycus Carrow,Kingsley Shacklebolt
Amycus Carrow,Lord Voldemort
Amycus Carrow,Luna Lovegood
Amycus Carrow,Michael Corner
Amycus Carrow,Minerva McGonagall
Amycus Carrow,Neville Longbottom
Amycus Carrow,Nicholas de Mimsy-Porpington
Amycus Carrow,Pansy Parkinson
Amycus Carrow,Pius Thicknesse
Amycus Carrow,Pomona Sprout
Amycus Carrow,Poppy Pomfrey
Amycus Carrow,Rolanda Hooch
Amycus Carrow,Romilda Vane
Amycus Carrow,Ron Weasley
Amycus Carrow,Severus Snape
Amycus Carrow,Sybill Trelawney
Amycus Carrow,Terry Boot
Amycus Carrow,Vincent Crabbe
Aragog,Albus Dumbledore
Aragog,Argus Filch
Aragog,Cornelius Fudge
Aragog,Dolores Umbridge
Aragog,Fang
Aragog,Harry Potter
Aragog,Hermione Granger
Aragog,Horace Slughorn
Aragog,Lord Voldemort
Aragog,Moaning Myrtle
Aragog,Peeves
Aragog,Ron Weasley
Aragog,Rubeus Hagrid
Bane,Dolores Umbridge
Bane,Firenze
Bane,Harry Potter
Bane,Rubeus Hagrid
Bloody Baron,Albus Dumbledore
Bloody Baron,Argus Filch
Bloody Baron,Draco Malfoy
Bloody Baron,Fat Friar
Bloody Baron,Harry Potter
Bloody Baron,Helena Ravenclaw
Bloody Baron,Hermione Granger
Bloody Baron,Neville Longbottom
Bloody Baron,Nicholas de Mimsy-Porpington
Bloody Baron,Peeves
Bloody Baron,Ron Weasley
Bloody Baron,Rowena Ravenclaw
Bloody Baron,Salazar Slytherin
Bloody Baron,Sybill Trelawney
Buckbeak,Albus Dumbledore
Buckbeak,Bellatrix Lestrange
Buckbeak,Cedric Diggory
Buckbeak,Cornelius Fudge
Buckbeak,Dean Thomas
Buckbeak,Draco Malfoy
Buckbeak,Filius Flitwick
Buckbeak,Grawp
Buckbeak,Harry Potter
Buckbeak,Hermione Granger
Buckbeak,Kreacher
Buckbeak,Lucius Malfoy
Buckbeak,Narcissa Malfoy
Buckbeak,Pansy Parkinson
Buckbeak,Poppy Pomfrey
Buckbeak,Remus Lupin
Buckbeak,Ron Weasley
Buckbeak,Rubeus Hagrid
Buckbeak,Severus Snape
Buckbeak,Sirius Black
Sir Cadogan,Fat Lady
Sir Cadogan,Harry Potter
Sir Cadogan,Minerva McGonagall
Sir Cadogan,Neville Longbottom
Sir Cadogan,Seamus Finnigan
Crookshanks,Fleur Delacour
Crookshanks,Ginny Weasley
Crookshanks,Harry Potter
Crookshanks,Hermione Granger
Crookshanks,Minerva McGonagall
Crookshanks,Neville Longbottom
Crookshanks,Peter Pettigrew
Crookshanks,Ron Weasley
Crookshanks,Rubeus Hagrid
Crookshanks,Scabbers
Crookshanks,Sirius Black
Crookshanks,Wormtail
Dobby,Aberforth Dumbledore
Dobby,"Alaster ""Mad-Eye"" Moody"
Dobby,Albus Dumbledore
Dobby,Arthur Weasley
Dobby,Barty Crouch Jr.
Dobby,Barty Crouch Sr.
Dobby,Bellatrix Lestrange
Dobby,Bill Weasley
Dobby,Cornelius Fudge
Dobby,Dean Thomas
Dobby,Dolores Umbridge
Dobby,Draco Malfoy
Dobby,Fenrir Greyback
Dobby,Fleur Delacour
Dobby,Gabrielle Delacour
Dobby,Garrick Ollivander
Dobby,Griphook
Dobby,Harry Potter
Dobby,Hedwig
Dobby,Hermione Granger
Dobby,Kreacher
Dobby,Lord Voldemort
Dobby,Lucius Malfoy
Dobby,Luna Lovegood
Dobby,Marietta Edgecombe
Dobby,Minerva McGonagall
Dobby,Molly Weasley
Dobby,Narcissa Malfoy
Dobby,Peeves
Dobby,Percy Weasley
Dobby,Peter Pettigrew
Dobby,Petunia Dursley
Dobby,Ron Weasley
Dobby,Scabbers
Dobby,Seamus Finnigan
Dobby,Sirius Black
Dobby,Winky
Dobby,Wormtail
Dobby,Xenophilius Lovegood
Fang,Aragog
Fang,Arthur Weasley
Fang,Dolores Umbridge
Fang,Draco Malfoy
Fang,Grawp
Fang,Harry Potter
Fang,Mrs. Norris
Fang,Neville Longbottom
Fang,Quirinus Quirrell
Fang,Rubeus Hagrid
Fat Friar,Albus Dumbledore
Fat Friar,Alecto Carrow
Fat Friar,Amycus Carrow
Fat Friar,Bloody Baron
Fat Friar,Dolores Umbridge
Fat Friar,Ernie Macmillan
Fat Friar,Hannah Abbott
Fat Friar,Harry Potter
Fat Friar,Kingsley Shacklebolt
Fat Friar,Minerva McGonagall
Fat Friar,Nicholas de Mimsy-Porpington
Fat Friar,Peeves
Fat Friar,Severus Snape
Fat Lady,Argus Filch
Fat Lady,Arthur Weasley
Fat Lady,Fluffy
Fat Lady,Harry Potter
Fat Lady,Hermione Granger
Fat Lady,Minerva McGonagall
Fat Lady,Molly Weasley
Fat Lady,Peeves
Fat Lady,Rolanda Hooch
Fat Lady,Seamus Finnigan
Fat Lady,Severus Snape
Fat Lady,Sir Cadogan
Fat Lady,Sirius Black
Reginald Cattermole,Harry Potter
Reginald Cattermole,Hermione Granger
Reginald Cattermole,Mary Cattermole
Reginald Cattermole,Ron Weasley
Fawkes,Albus Dumbledore
Fawkes,Arthur Weasley
Fawkes,Cedric Diggory
Fawkes,Cornelius Fudge
Fawkes,Garrick Ollivander
Fawkes,Gilderoy Lockhart
Fawkes,Ginny Weasley
Fawkes,Harry Potter
Fawkes,Molly Weasley
Fawkes,Nagini
Fawkes,Sirius Black
Firenze,Albus Dumbledore
Firenze,Bane
Firenze,Dean Thomas
Firenze,Dolores Umbridge
Firenze,Draco Malfoy
Firenze,Harry Potter
Firenze,Hermione Granger
Firenze,Lavender Brown
Firenze,Minerva McGonagall
Firenze,Neville Longbottom
Firenze,Parvati Patil
Firenze,Poppy Pomfrey
Firenze,Quirinus Quirrell
Firenze,Ron Weasley
Firenze,Rubeus Hagrid
Firenze,Severus Snape
Firenze,Sybill Trelawney
Fluffy,Argus Filch
Fluffy,Draco Malfoy
Fluffy,Fat Lady
Fluffy,Harry Potter
Fluffy,Hermione Granger
Fluffy,Lord Voldemort
Fluffy,Neville Longbottom
Fluffy,Nicolas Flamel
Fluffy,Norbert
Fluffy,Quirinus Quirrell
Fluffy,Rubeus Hagrid
Fluffy,Severus Snape
Grawp,Albus Dumbledore
Grawp,Buckbeak
Grawp,Fang
Grawp,Harry Potter
Grawp,Hermione Granger
Grawp,Olympe Maxime
Grawp,Rubeus Hagrid
Griphook,Bellatrix Lestrange
Griphook,Bill Weasley
Griphook,Dean Thomas
Griphook,Dirk Cresswell
Griphook,Dobby
Griphook,Draco Malfoy
Griphook,Fenrir Greyback
Griphook,Fleur Delacour
Griphook,Godric Gryffindor
Griphook,Harry Potter
Griphook,Hermione Granger
Griphook,Lucius Malfoy
Griphook,Luna Lovegood
Griphook,Narcissa Malfoy
Griphook,Ron Weasley
Griphook,Rubeus Hagrid
Griphook,Ted Tonks
Hedwig,Arthur Weasley
Hedwig,Dobby
Hedwig,Dolores Umbridge
Hedwig,Ginny Weasley
Hedwig,Harry Potter
Hedwig,Hermione Granger
Hedwig,Ron Weasley
Hedwig,Rubeus Hagrid
Hedwig,Sirius Black
Hedwig,Wilhelmina Grubbly-Plank
Kreacher,Albus Dumbledore
Kreacher,Arthur Weasley
Kreacher,Bellatrix Lestrange
Kreacher,Buckbeak
Kreacher,Dobby
Kreacher,Draco Malfoy
Kreacher,Harry Potter
Kreacher,Hermione Granger
Kreacher,Lord Voldemort
Kreacher,Mundungus Fletcher
Kreacher,Narcissa Malfoy
Kreacher,Nymphadora Tonks
Kreacher,Peeves
Kreacher,Regulus Black
Kreacher,Ron Weasley
Kreacher,Salazar Slytherin
Kreacher,Sirius Black
Kreacher,Winky
Moaning Myrtle,"Alaster ""Mad-Eye"" Moody"
Moaning Myrtle,Albus Dumbledore
Moaning Myrtle,Aragog
Moaning Myrtle,Barty Crouch Jr.
Moaning Myrtle,Cedric Diggory
Moaning Myrtle,Draco Malfoy
Moaning Myrtle,Gregory Goyle
Moaning Myrtle,Harry Potter
Moaning Myrtle,Hermione Granger
Moaning Myrtle,Lord Voldemort
Moaning Myrtle,Lucius Malfoy
Moaning Myrtle,Peeves
Moaning Myrtle,Ron Weasley
Moaning Myrtle,Rubeus Hagrid
Moaning Myrtle,Salazar Slytherin
Moaning Myrtle,Severus Snape
Moaning Myrtle,Vincent Crabbe
Mrs. Norris,Albus Dumbledore
Mrs. Norris,Argus Filch
Mrs. Norris,Fang
Mrs. Norris,Harry Potter
Mrs. Norris,Hermione Granger
Mrs. Norris,Peeves
Mrs. Norris,Pomona Sprout
Mrs. Norris,Rubeus Hagrid
Nagini,Albus Dumbledore
Nagini,Antonin Dolohov
Nagini,Arthur Weasley
Nagini,Barty Crouch Sr.
Nagini,Bathilda Bagshot
Nagini,Bill Weasley
Nagini,Charity Burbage
Nagini,Charlie Weasley
Nagini,Dean Thomas
Nagini,Draco Malfoy
Nagini,Everard
Nagini,Fawkes
Nagini,Frank Bryce
Nagini,Fred Weasley
Nagini,George Weasley
Nagini,Ginny Weasley
Nagini,Godric Gryffindor
Nagini,Harry Potter
Nagini,Hermione Granger
Nagini,Kingsley Shacklebolt
Nagini,Lee Jordan
Nagini,Lord Voldemort
Nagini,Molly Weasley
Nagini,Neville Longbottom
Nagini,Nymphadora Tonks
Nagini,Percy Weasley
Nagini,Peter Pettigrew
Nagini,Petunia Dursley
Nagini,Pius Thicknesse
Nagini,Ron Weasley
Nagini,Salazar Slytherin
Nagini,Scabbers
Nagini,Severus Snape
Nagini,Sirius Black
Nagini,Wormtail
Mary Cattermole,Dolores Umbridge
Mary Cattermole,Harry Potter
Mary Cattermole,Hermione Granger
Mary Cattermole,Reginald Cattermole
Mary Cattermole,Ron Weasley
Nicholas de Mimsy-Porpington,Albus Dumbledore
Nicholas de Mimsy-Porpington,Alecto Carrow
Nicholas de Mimsy-Porpington,Amycus Carrow
Nicholas de Mimsy-Porpington,Argus Filch
Nicholas de Mimsy-Porpington,Bellatrix Lestrange
Nicholas de Mimsy-Porpington,Bloody Baron
Nicholas de Mimsy-Porpington,Ernie Macmillan
Nicholas de Mimsy-Porpington,Fat Friar
Nicholas de Mimsy-Porpington,Filius Flitwick
Nicholas de Mimsy-Porpington,Harry Potter
Nicholas de Mimsy-Porpington,Helena Ravenclaw
Nicholas de Mimsy-Porpington,Hermione Granger
Nicholas de Mimsy-Porpington,Justin Finch-Fletchley
Nicholas de Mimsy-Porpington,Kingsley Shacklebolt
Nicholas de Mimsy-Porpington,Lavender Brown
Nicholas de Mimsy-Porpington,Minerva McGonagall
Nicholas de Mimsy-Porpington,Neville Longbottom
Nicholas de Mimsy-Porpington,Parvati Patil
Nicholas de Mimsy-Porpington,Peeves
Nicholas de Mimsy-Porpington,Pomona Sprout
Nicholas de Mimsy-Porpington,Poppy Pomfrey
Nicholas de Mimsy-Porpington,Ron Weasley
Nicholas de Mimsy-Porpington,Rubeus Hagrid
Nicholas de Mimsy-Porpington,Seamus Finnigan
Nicholas de Mimsy-Porpington,Severus Snape
Nicholas de Mimsy-Porpington,Sirius Black
Norbert,Fleur Delacour
Norbert,Fluffy
Norbert,Harry Potter
Norbert,Hermione Granger
Norbert,Quirinus Quirrell
Norbert,Rubeus Hagrid
Peeves,Albus Dumbledore
Peeves,Aragog
Peeves,Argus Filch
Peeves,Bloody Baron
Peeves,Cormac McLaggen
Peeves,Cornelius Fudge
Peeves,Dobby
Peeves,Dolores Umbridge
Peeves,Draco Malfoy
Peeves,Fat Friar
Peeves,Fat Lady
Peeves,Fred Weasley
Peeves,George Weasley
Peeves,Ginny Weasley
Peeves,Harry Potter
Peeves,Hermione Granger
Peeves,Horace Slughorn
Peeves,Justin Finch-Fletchley
Peeves,Katie Bell
Peeves,Kreacher
Peeves,Luna Lovegood
Peeves,Minerva McGonagall
Peeves,Moaning Myrtle
Peeves,Mrs. Norris
Peeves,Neville Longbottom
Peeves,Nicholas de Mimsy-Porpington
Peeves,Percy Weasley
Peeves,Quirinus Quirrell
Peeves,Ron Weasley
Peeves,Salazar Slytherin
Peeves,Sirius Black
Madam Rosmerta,Albus Dumbledore
Madam Rosmerta,Cornelius Fudge
Madam Rosmerta,Draco Malfoy
Madam Rosmerta,Filius Flitwick
Madam Rosmerta,Harry Potter
Madam Rosmerta,Hermione Granger
Madam Rosmerta,Horace Slughorn
Madam Rosmerta,James Potter
Madam Rosmerta,Katie Bell
Madam Rosmerta,Minerva McGonagall
Madam Rosmerta,Remus Lupin
Madam Rosmerta,Severus Snape
Madam Rosmerta,Sirius Black
Scabbers,"Alaster ""Mad-Eye"" Moody"
Scabbers,Albus Dumbledore
Scabbers,Barty Crouch Jr.
Scabbers,Barty Crouch Sr.
Scabbers,Bellatrix Lestrange
Scabbers,Cedric Diggory
Scabbers,Crookshanks
Scabbers,Dobby
Scabbers,Frank Bryce
Scabbers,Garrick Ollivander
Scabbers,Gregory Goyle
Scabbers,Harry Potter
Scabbers,Hermione Granger
Scabbers,James Potter
Scabbers,Lord Voldemort
Scabbers,Lucius Malfoy
Scabbers,Minerva McGonagall
Scabbers,Molly Weasley
Scabbers,Nagini
Scabbers,Narcissa Malfoy
Scabbers,Percy Weasley
Scabbers,Remus Lupin
Scabbers,Severus Snape
Scabbers,Sirius Black
Scabbers,Tom Riddle Sr.
Trevor,Cho Chang
Trevor,Filius Flitwick
Trevor,Harry Potter
Trevor,Hermione Granger
Trevor,Luna Lovegood
Trevor,Neville Longbottom
Trevor,Severus Snape
Winky,Albus Dumbledore
Winky,Amos Diggory
Winky,Barty Crouch Jr.
Winky,Barty Crouch Sr.
Winky,Cornelius Fudge
Winky,Dobby
Winky,Harry Potter
Winky,Hermione Granger
Winky,Kreacher
Winky,Percy Weasley
Winky,Poppy Pomfrey
Winky,Severus Snape
Wormtail,"Alaster ""Mad-Eye"" Moody"
Wormtail,Albus Dumbledore
Wormtail,Barty Crouch Jr.
Wormtail,Barty Crouch Sr.
Wormtail,Bellatrix Lestrange
Wormtail,Cedric Diggory
Wormtail,Crookshanks
Wormtail,Dobby
Wormtail,Frank Bryce
Wormtail,Garrick Ollivander
Wormtail,Gregory Goyle
Wormtail,Harry Potter
Wormtail,Hermione Granger
Wormtail,James Potter
Wormtail,Lord Voldemort
Wormtail,Lucius Malfoy
Wormtail,Minerva McGonagall
Wormtail,Nagini
Wormtail,Narcissa Malfoy
Wormtail,Percy Weasley
Wormtail,Remus Lupin
Wormtail,Severus Snape
Wormtail,Sirius Black
Wormtail,Tom Riddle Sr.
Cho Chang,Albus Dumbledore
Cho Chang,Alicia Spinnet
Cho Chang,Angelina Johnson
Cho Chang,Anthony Goldstein
Cho Chang,Argus Filch
Cho Chang,Cedric Diggory
Cho Chang,Colin Creevey
Cho Chang,Dean Thomas
Cho Chang,Dolores Umbridge
Cho Chang,Draco Malfoy
Cho Chang,Ernie Macmillan
Cho Chang,Fleur Delacour
Cho Chang,Fred Weasley
Cho Chang,George Weasley
Cho Chang,Ginny Weasley
Cho Chang,Gregory Goyle
Cho Chang,Hannah Abbott
Cho Chang,Harry Potter
Cho Chang,Hermione Granger
Cho Chang,Justin Finch-Fletchley
Cho Chang,Katie Bell
Cho Chang,Lavender Brown
Cho Chang,Lee Jordan
Cho Chang,Luna Lovegood
Cho Chang,Marietta Edgecombe
Cho Chang,Michael Corner
Cho Chang,Neville Longbottom
Cho Chang,Oliver Wood
Cho Chang,Padma Patil
Cho Chang,Pansy Parkinson
Cho Chang,Parvati Patil
Cho Chang,Peter Pettigrew
Cho Chang,Rita Skeeter
Cho Chang,Ron Weasley
Cho Chang,Seamus Finnigan
Cho Chang,Sirius Black
Cho Chang,Susan Bones
Cho Chang,Terry Boot
Cho Chang,Trevor
Cho Chang,Vincent Crabbe
Cho Chang,Zacharias Smith
Penelope Clearwater,George Weasley
Penelope Clearwater,Ginny Weasley
Penelope Clearwater,Harry Potter
Penelope Clearwater,Hermione Granger
Penelope Clearwater,Percy Weasley
Penelope Clearwater,Pomona Sprout
Penelope Clearwater,Poppy Pomfrey
Penelope Clearwater,Rolanda Hooch
Penelope Clearwater,Ron Weasley
Bathilda Bagshot,Aberforth Dumbledore
Bathilda Bagshot,Albus Dumbledore
Bathilda Bagshot,Ariana Dumbledore
Bathilda Bagshot,Cuthbert Binns
Bathilda Bagshot,Gellert Grindelwald
Bathilda Bagshot,Harry Potter
Bathilda Bagshot,Hermione Granger
Bathilda Bagshot,Ignotus Peverell
Bathilda Bagshot,Kendra Dumbledore
Bathilda Bagshot,Lord Voldemort
Bathilda Bagshot,Nagini
Bathilda Bagshot,Percival Dumbledore
Bathilda Bagshot,Rita Skeeter
Michael Corner,Albus Dumbledore
Michael Corner,Alecto Carrow
Michael Corner,Alicia Spinnet
Michael Corner,Amycus Carrow
Michael Corner,Angelina Johnson
Michael Corner,Anthony Goldstein
Michael Corner,Cedric Diggory
Michael Corner,Cho Chang
Michael Corner,Colin Creevey
Michael Corner,Dean Thomas
Michael Corner,Dolores Umbridge
Michael Corner,Fred Weasley
Michael Corner,George Weasley
Michael Corner,Ginny Weasley
Michael Corner,Harry Potter
Michael Corner,Hermione Granger
Michael Corner,Katie Bell
Michael Corner,Lee Jordan
Michael Corner,Lord Voldemort
Michael Corner,Luna Lovegood
Michael Corner,Neville Longbottom
Michael Corner,Parvati Patil
Michael Corner,Ron Weasley
Michael Corner,Seamus Finnigan
Michael Corner,Susan Bones
Michael Corner,Terry Boot
"Vincent Crabbe, Sr.",Albus Dumbledore
"Vincent Crabbe, Sr.",Draco Malfoy
"Vincent Crabbe, Sr.",Gregory Goyle
"Vincent Crabbe, Sr.",Lord Voldemort
"Vincent Crabbe, Sr.",Lucius Malfoy
"Vincent Crabbe, Sr.",Rabastan Lestrange
"Vincent Crabbe, Sr.",Severus Snape
"Vincent Crabbe, Sr.",Vincent Crabbe
Vincent Crabbe,"Alaster ""Mad-Eye"" Moody"
Vincent Crabbe,Alecto Carrow
Vincent Crabbe,Amycus Carrow
Vincent Crabbe,Argus Filch
Vincent Crabbe,Barty Crouch Jr.
Vincent Crabbe,Cedric Diggory
Vincent Crabbe,Cho Chang
Vincent Crabbe,Dolores Umbridge
Vincent Crabbe,Draco Malfoy
Vincent Crabbe,Dudley Dursley
Vincent Crabbe,Ernie Macmillan
Vincent Crabbe,George Weasley
Vincent Crabbe,Goyle Sr
Vincent Crabbe,Gregory Goyle
Vincent Crabbe,Hannah Abbott
Vincent Crabbe,Harry Potter
Vincent Crabbe,Hermione Granger
Vincent Crabbe,Justin Finch-Fletchley
Vincent Crabbe,Lucius Malfoy
Vincent Crabbe,Millicent Bulstrode
Vincent Crabbe,Moaning Myrtle
Vincent Crabbe,Narcissa Malfoy
Vincent Crabbe,Neville Longbottom
Vincent Crabbe,Pansy Parkinson
Vincent Crabbe,Rolanda Hooch
Vincent Crabbe,Ron Weasley
