char_1,char_2
Seamus Finnigan,Cho Chang
Seamus Finnigan,Colin Creevey
Seamus Finnigan,Cuthbert Binns
Seamus Finnigan,Dean Thomas
Seamus Finnigan,Dobby
Seamus Finnigan,Dolores Umbridge
Seamus Finnigan,Draco Malfoy
Seamus Finnigan,Ernie Macmillan
Seamus Finnigan,Fat Lady
Seamus Finnigan,Filius Flitwick
Seamus Finnigan,Fred Weasley
Seamus Finnigan,George Weasley
Seamus Finnigan,Gilderoy Lockhart
Seamus Finnigan,Ginny Weasley
Seamus Finnigan,Hannah Abbott
Seamus Finnigan,Harry Potter
Seamus Finnigan,Hermione Granger
Seamus Finnigan,Justin Finch-Fletchley
Seamus Finnigan,Katie Bell
Seamus Finnigan,Lavender Brown
Seamus Finnigan,Lee Jordan
Seamus Finnigan,Luna Lovegood
Seamus Finnigan,Marietta Edgecombe
Seamus Finnigan,Michael Corner
Seamus Finnigan,Minerva McGonagall
Seamus Finnigan,Neville Longbottom
Seamus Finnigan,Nicholas de Mimsy-Porpington
Seamus Finnigan,Parvati Patil
Seamus Finnigan,Percy Weasley
Seamus Finnigan,Pomona Sprout
Seamus Finnigan,Poppy Pomfrey
Seamus Finnigan,Quirinus Quirrell
Seamus Finnigan,Remus Lupin
Seamus Finnigan,Rita Skeeter
Seamus Finnigan,Rolanda Hooch
Seamus Finnigan,Ron Weasley
Seamus Finnigan,Severus Snape
Seamus Finnigan,Sir Cadogan
Seamus Finnigan,Sirius Black
Seamus Finnigan,Susan Bones
Seamus Finnigan,Sybill Trelawney
Seamus Finnigan,Terry Boot
Seamus Finnigan,Zacharias Smith
Nicolas Flamel,Albus Dumbledore
Nicolas Flamel,Argus Filch
Nicolas Flamel,Fluffy
Nicolas Flamel,Harry Potter
Nicolas Flamel,Hermione Granger
Nicolas Flamel,Irma Pince
Nicolas Flamel,Minerva McGonagall
Nicolas Flamel,Neville Longbottom
Nicolas Flamel,Quirinus Quirrell
Regulus Black,Albus Dumbledore
Regulus Black,Andromeda Tonks
Regulus Black,Barty Crouch Jr.
Regulus Black,Bellatrix Lestrange
Regulus Black,Draco Malfoy
Regulus Black,Harry Potter
Regulus Black,Hermione Granger
Regulus Black,Horace Slughorn
Regulus Black,Kreacher
Regulus Black,Lord Voldemort
Regulus Black,Lucius Malfoy
Regulus Black,Narcissa Malfoy
Regulus Black,Ron Weasley
Regulus Black,Salazar Slytherin
Regulus Black,Sirius Black
Regulus Black,Teddy Lupin
Mundungus Fletcher,Aberforth Dumbledore
Mundungus Fletcher,"Alaster ""Mad-Eye"" Moody"
Mundungus Fletcher,Albus Dumbledore
Mundungus Fletcher,Arabella Figg
Mundungus Fletcher,Arthur Weasley
Mundungus Fletcher,Dolores Umbridge
Mundungus Fletcher,Harry Potter
Mundungus Fletcher,Hermione Granger
Mundungus Fletcher,Kreacher
Mundungus Fletcher,Molly Weasley
Mundungus Fletcher,Nymphadora Tonks
Mundungus Fletcher,Percy Weasley
Mundungus Fletcher,Peter Pettigrew
Mundungus Fletcher,Remus Lupin
Mundungus Fletcher,Ron Weasley
Mundungus Fletcher,Salazar Slytherin
Mundungus Fletcher,Severus Snape
Mundungus Fletcher,Sirius Black
Filius Flitwick,"Alaster ""Mad-Eye"" Moody"
Filius Flitwick,Albus Dumbledore
Filius Flitwick,Alecto Carrow
Filius Flitwick,Alicia Spinnet
Filius Flitwick,Amycus Carrow
Filius Flitwick,Anthony Goldstein
Filius Flitwick,Antonin Dolohov
Filius Flitwick,Argus Filch
Filius Flitwick,Barty Crouch Jr.
Filius Flitwick,Buckbeak
Filius Flitwick,Cedric Diggory
Filius Flitwick,Colin Creevey
Filius Flitwick,Cornelius Fudge
Filius Flitwick,Dolores Umbridge
Filius Flitwick,Draco Malfoy
Filius Flitwick,Fred Weasley
Filius Flitwick,George Weasley
Filius Flitwick,Gilderoy Lockhart
Filius Flitwick,Harry Potter
Filius Flitwick,Helena Ravenclaw
Filius Flitwick,Hermione Granger
Filius Flitwick,Horace Slughorn
Filius Flitwick,Irma Pince
Filius Flitwick,James Potter
Filius Flitwick,Justin Finch-Fletchley
Filius Flitwick,Lee Jordan
Filius Flitwick,Luna Lovegood
Filius Flitwick,Madam Rosmerta
Filius Flitwick,Minerva McGonagall
Filius Flitwick,Neville Longbottom
Filius Flitwick,Nicholas de Mimsy-Porpington
Filius Flitwick,Nymphadora Tonks
Filius Flitwick,Peter Pettigrew
Filius Flitwick,Pomona Sprout
Filius Flitwick,Poppy Pomfrey
Filius Flitwick,Quirinus Quirrell
Filius Flitwick,Remus Lupin
Filius Flitwick,Rolanda Hooch
Filius Flitwick,Rubeus Hagrid
Filius Flitwick,Seamus Finnigan
Filius Flitwick,Severus Snape
Filius Flitwick,Sirius Black
Filius Flitwick,Sybill Trelawney
Filius Flitwick,Trevor
Cornelius Fudge,"Alaster ""Mad-Eye"" Moody"
Cornelius Fudge,Albus Dumbledore
Cornelius Fudge,Amelia Bones
Cornelius Fudge,Arabella Figg
Cornelius Fudge,Aragog
Cornelius Fudge,Argus Filch
Cornelius Fudge,Arthur Weasley
Cornelius Fudge,Barty Crouch Jr.
Cornelius Fudge,Barty Crouch Sr.
Cornelius Fudge,Bellatrix Lestrange
Cornelius Fudge,Buckbeak
Cornelius Fudge,Cedric Diggory
Cornelius Fudge,Dobby
Cornelius Fudge,Dolores Umbridge
Cornelius Fudge,Draco Malfoy
Cornelius Fudge,Fawkes
Cornelius Fudge,Filius Flitwick
Cornelius Fudge,Gilderoy Lockhart
Cornelius Fudge,Harry Potter
Cornelius Fudge,Kingsley Shacklebolt
Cornelius Fudge,Lord Voldemort
Cornelius Fudge,Lucius Malfoy
Cornelius Fudge,Ludo Bagman
Cornelius Fudge,Luna Lovegood
Cornelius Fudge,Madam Rosmerta
Cornelius Fudge,Marietta Edgecombe
Cornelius Fudge,Minerva McGonagall
Cornelius Fudge,Narcissa Malfoy
Cornelius Fudge,Olympe Maxime
Cornelius Fudge,Peeves
Cornelius Fudge,Percy Weasley
Cornelius Fudge,Peter Pettigrew
Cornelius Fudge,Rita Skeeter
Cornelius Fudge,Ron Weasley
Cornelius Fudge,Rubeus Hagrid
Cornelius Fudge,Rufus Scrimgeour
Cornelius Fudge,Severus Snape
Cornelius Fudge,Sirius Black
Cornelius Fudge,Stan Shunpike
Cornelius Fudge,Sturgis Podmore
Cornelius Fudge,Tiberius Ogden
Cornelius Fudge,Wilhelmina Grubbly-Plank
Cornelius Fudge,Winky
Cornelius Fudge,Xenophilius Lovegood
Marvolo Gaunt,Albus Dumbledore
Marvolo Gaunt,Bob Ogden
Marvolo Gaunt,Godric Gryffindor
Marvolo Gaunt,Lord Voldemort
Marvolo Gaunt,Mary Riddle
Marvolo Gaunt,Merope Gaune
Marvolo Gaunt,Morfin Gaunt
Marvolo Gaunt,Salazar Slytherin
Marvolo Gaunt,Thomas Riddle
Marvolo Gaunt,Tom Riddle Sr.
Merope Gaune,Albus Dumbledore
Merope Gaune,Bob Ogden
Merope Gaune,Dolores Umbridge
Merope Gaune,Frank Bryce
Merope Gaune,Harry Potter
Merope Gaune,Lord Voldemort
Merope Gaune,Marvolo Gaunt
Merope Gaune,Mary Riddle
Merope Gaune,Morfin Gaunt
Merope Gaune,Salazar Slytherin
Merope Gaune,Severus Snape
Merope Gaune,Thomas Riddle
Merope Gaune,Tom Riddle Sr.
Morfin Gaunt,Albus Dumbledore
Morfin Gaunt,Bob Ogden
Morfin Gaunt,Frank Bryce
Morfin Gaunt,Lord Voldemort
Morfin Gaunt,Marvolo Gaunt
Morfin Gaunt,Mary Riddle
Morfin Gaunt,Merope Gaune
Morfin Gaunt,Salazar Slytherin
Morfin Gaunt,Thomas Riddle
Morfin Gaunt,Tom Riddle Sr.
Anthony Goldstein,Albus Dumbledore
Anthony Goldstein,Alicia Spinnet
Anthony Goldstein,Angelina Johnson
Anthony Goldstein,Cho Chang
Anthony Goldstein,Colin Creevey
Anthony Goldstein,Dean Thomas
Anthony Goldstein,Dolores Umbridge
Anthony Goldstein,Filius Flitwick
Anthony Goldstein,Fred Weasley
Anthony Goldstein,George Weasley
Anthony Goldstein,Harry Potter
Anthony Goldstein,Justin Finch-Fletchley
Anthony Goldstein,Katie Bell
Anthony Goldstein,Lee Jordan
Anthony Goldstein,Luna Lovegood
Anthony Goldstein,Michael Corner
Anthony Goldstein,Padma Patil
Anthony Goldstein,Parvati Patil
Anthony Goldstein,Ron Weasley
Anthony Goldstein,Seamus Finnigan
Anthony Goldstein,Susan Bones
Anthony Goldstein,Terry Boot
Goyle Sr,Albus Dumbledore
Goyle Sr,Amelia Bones
Goyle Sr,Draco Malfoy
Goyle Sr,Gregory Goyle
Goyle Sr,Horace Slughorn
Goyle Sr,Lord Voldemort
Goyle Sr,Severus Snape
Goyle Sr,Susan Bones
Goyle Sr,Vincent Crabbe
Gregory Goyle,Amelia Bones
Gregory Goyle,Cedric Diggory
Gregory Goyle,Cho Chang
Gregory Goyle,Dolores Umbridge
Gregory Goyle,Draco Malfoy
Gregory Goyle,Ernie Macmillan
Gregory Goyle,Goyle Sr
Gregory Goyle,Hannah Abbott
Gregory Goyle,Harry Potter
Gregory Goyle,Hermione Granger
Gregory Goyle,Justin Finch-Fletchley
Gregory Goyle,Lucius Malfoy
Gregory Goyle,Millicent Bulstrode
Gregory Goyle,Moaning Myrtle
Gregory Goyle,Neville Longbottom
Gregory Goyle,Peter Pettigrew
Gregory Goyle,Remus Lupin
Gregory Goyle,Ron Weasley
Gregory Goyle,Rubeus Hagrid
Gregory Goyle,Scabbers
Gregory Goyle,Severus Snape
Gregory Goyle,Sirius Black
Gregory Goyle,Susan Bones
Gregory Goyle,Terry Boot
Gregory Goyle,Theodore Nott
Gregory Goyle,Vincent Crabbe
Gregory Goyle,"Vincent Crabbe, Sr."
Gregory Goyle,Wormtail
Hermione Granger,Aberforth Dumbledore
Hermione Granger,"Alaster ""Mad-Eye"" Moody"
Hermione Granger,Albus Dumbledore
Hermione Granger,Alecto Carrow
Hermione Granger,Alice Longbottom
Hermione Granger,Alicia Spinnet
Hermione Granger,Amos Diggory
Hermione Granger,Amycus Carrow
Hermione Granger,Angelina Johnson
Hermione Granger,Antonin Dolohov
Hermione Granger,Aragog
Hermione Granger,Argus Filch
Hermione Granger,Ariana Dumbledore
Hermione Granger,Arthur Weasley
Hermione Granger,Augusta Longbottom
Hermione Granger,Barty Crouch Jr.
Hermione Granger,Barty Crouch Sr.
Hermione Granger,Bathilda Bagshot
Hermione Granger,Bellatrix Lestrange
Hermione Granger,Bill Weasley
Hermione Granger,Bloody Baron
Hermione Granger,Buckbeak
Hermione Granger,Cedric Diggory
Hermione Granger,Charity Burbage
Hermione Granger,Charlie Weasley
Hermione Granger,Cho Chang
Hermione Granger,Colin Creevey
Hermione Granger,Cormac McLaggen
Hermione Granger,Crookshanks
Hermione Granger,Cuthbert Binns
Hermione Granger,Dean Thomas
Hermione Granger,Dirk Cresswell
Hermione Granger,Dobby
Hermione Granger,Dolores Umbridge
Hermione Granger,Draco Malfoy
Hermione Granger,Ernie Macmillan
Hermione Granger,Fat Lady
Hermione Granger,Fenrir Greyback
Hermione Granger,Filius Flitwick
Hermione Granger,Firenze
Hermione Granger,Fleur Delacour
Hermione Granger,Fluffy
Hermione Granger,Frank Longbottom
Hermione Granger,Fred Weasley
Hermione Granger,Garrick Ollivander
Hermione Granger,Gellert Grindelwald
Hermione Granger,George Weasley
Hermione Granger,Gilderoy Lockhart
Hermione Granger,Ginny Weasley
Hermione Granger,Grawp
Hermione Granger,Gregory Goyle
Hermione Granger,Griphook
Hermione Granger,Hannah Abbott
Hermione Granger,Harry Potter
Hermione Granger,Hedwig
Hermione Granger,Helena Ravenclaw
Hermione Granger,Helga Hufflepuff
Hermione Granger,Horace Slughorn
Hermione Granger,Ignotus Peverell
Hermione Granger,Igor Karkaroff
Hermione Granger,Irma Pince
Hermione Granger,James Potter
Hermione Granger,Justin Finch-Fletchley
Hermione Granger,Katie Bell
Hermione Granger,Kingsley Shacklebolt
Hermione Granger,Kreacher
Hermione Granger,Lavender Brown
Hermione Granger,Lee Jordan
Hermione Granger,Lily Potter
Hermione Granger,Lord Voldemort
Hermione Granger,Lucius Malfoy
Hermione Granger,Ludo Bagman
Hermione Granger,Luna Lovegood
Hermione Granger,Madam Rosmerta
Hermione Granger,Marietta Edgecombe
Hermione Granger,Mary Cattermole
Hermione Granger,Michael Corner
Hermione Granger,Millicent Bulstrode
Hermione Granger,Minerva McGonagall
Hermione Granger,Moaning Myrtle
Hermione Granger,Molly Weasley
Hermione Granger,Mrs. Norris
Hermione Granger,Mundungus Fletcher
Hermione Granger,Nagini
Hermione Granger,Narcissa Malfoy
Hermione Granger,Neville Longbottom
Hermione Granger,Nicholas de Mimsy-Porpington
Hermione Granger,Nicolas Flamel
Hermione Granger,Norbert
Hermione Granger,Nymphadora Tonks
Hermione Granger,Padma Patil
Hermione Granger,Pansy Parkinson
Hermione Granger,Parvati Patil
Hermione Granger,Peeves
Hermione Granger,Penelope Clearwater
Hermione Granger,Percy Weasley
Hermione Granger,Peter Pettigrew
Hermione Granger,Pomona Sprout
Hermione Granger,Poppy Pomfrey
Hermione Granger,Quirinus Quirrell
Hermione Granger,Reginald Cattermole
Hermione Granger,Regulus Black
Hermione Granger,Remus Lupin
Hermione Granger,Rita Skeeter
Hermione Granger,Rolanda Hooch
Hermione Granger,Romilda Vane
Hermione Granger,Ron Weasley
Hermione Granger,Rubeus Hagrid
Hermione Granger,Rufus Scrimgeour
Hermione Granger,Scabbers
Hermione Granger,Seamus Finnigan
Hermione Granger,Septima Vector
Hermione Granger,Severus Snape
Hermione Granger,Sirius Black
Hermione Granger,Susan Bones
Hermione Granger,Sybill Trelawney
Hermione Granger,Ted Tonks
Hermione Granger,Terry Boot
Hermione Granger,Theodore Nott
Hermione Granger,Trevor
Hermione Granger,Viktor Krum
Hermione Granger,Vincent Crabbe
Hermione Granger,Wilhelmina Grubbly-Plank
Hermione Granger,Winky
Hermione Granger,Wormtail
Hermione Granger,Xenophilius Lovegood
Hermione Granger,Zacharias Smith
Sirius Black,Aberforth Dumbledore
Sirius Black,"Alaster ""Mad-Eye"" Moody"
Sirius Black,Albus Dumbledore
Sirius Black,Andromeda Tonks
Sirius Black,Antonin Dolohov
Sirius Black,Arabella Figg
Sirius Black,Argus Filch
Sirius Black,Arthur Weasley
Sirius Black,Augustus Rookwood
Sirius Black,Barty Crouch Jr.
Sirius Black,Barty Crouch Sr.
Sirius Black,Bellatrix Lestrange
Sirius Black,Buckbeak
Sirius Black,Cho Chang
Sirius Black,Cornelius Fudge
Sirius Black,Crookshanks
Sirius Black,Cuthbert Binns
Sirius Black,Dean Thomas
Sirius Black,Dobby
Sirius Black,Dolores Umbridge
Sirius Black,Draco Malfoy
Sirius Black,Dudley Dursley
Sirius Black,Ernie Macmillan
Sirius Black,Fat Lady
Sirius Black,Fawkes
Sirius Black,Filius Flitwick
Sirius Black,Fred Weasley
Sirius Black,George Weasley
Sirius Black,Ginny Weasley
Sirius Black,Gregory Goyle
Sirius Black,Hannah Abbott
Sirius Black,Harry Potter
Sirius Black,Hedwig
Sirius Black,Hermione Granger
Sirius Black,Horace Slughorn
Sirius Black,Igor Karkaroff
Sirius Black,James Potter
Sirius Black,Kingsley Shacklebolt
Sirius Black,Kreacher
Sirius Black,Lee Jordan
Sirius Black,Lord Voldemort
Sirius Black,Lucius Malfoy
Sirius Black,Luna Lovegood
Sirius Black,Madam Rosmerta
Sirius Black,Millicent Bulstrode
Sirius Black,Minerva McGonagall
Sirius Black,Molly Weasley
Sirius Black,Mundungus Fletcher
Sirius Black,Nagini
Sirius Black,Narcissa Malfoy
Sirius Black,Neville Longbottom
Sirius Black,Nicholas de Mimsy-Porpington
Sirius Black,Nymphadora Tonks
Sirius Black,Oliver Wood
Sirius Black,Pansy Parkinson
Sirius Black,Peeves
Sirius Black,Percy Weasley
Sirius Black,Peter Pettigrew
Sirius Black,Petunia Dursley
Sirius Black,Pomona Sprout
Sirius Black,Poppy Pomfrey
Sirius Black,Regulus Black
Sirius Black,Remus Lupin
Sirius Black,Rodolphus Lestrange
Sirius Black,Rolanda Hooch
Sirius Black,Ron Weasley
Sirius Black,Rubeus Hagrid
Sirius Black,Rufus Scrimgeour
Sirius Black,Scabbers
Sirius Black,Seamus Finnigan
Sirius Black,Severus Snape
Sirius Black,Susan Bones
Sirius Black,Ted Tonks
Sirius Black,Teddy Lupin
Sirius Black,Wormtail
Gregorovitch,Albus Dumbledore
Gregorovitch,Garrick Ollivander
Gregorovitch,Gellert Grindelwald
Gregorovitch,Harry Potter
Gregorovitch,Lord Voldemort
Gregorovitch,Viktor Krum
Fenrir Greyback,Albus Dumbledore
Fenrir Greyback,Amycus Carrow
Fenrir Greyback,Arthur Weasley
Fenrir Greyback,Bellatrix Lestrange
Fenrir Greyback,Bill Weasley
Fenrir Greyback,Dean Thomas
Fenrir Greyback,Dirk Cresswell
Fenrir Greyback,Dobby
Fenrir Greyback,Draco Malfoy
Fenrir Greyback,Fleur Delacour
Fenrir Greyback,Garrick Ollivander
Fenrir Greyback,Ginny Weasley
Fenrir Greyback,Griphook
Fenrir Greyback,Harry Potter
Fenrir Greyback,Hermione Granger
Fenrir Greyback,Kingsley Shacklebolt
Fenrir Greyback,Lavender Brown
Fenrir Greyback,Lord Voldemort
Fenrir Greyback,Lucius Malfoy
Fenrir Greyback,Narcissa Malfoy
Fenrir Greyback,Neville Longbottom
Fenrir Greyback,Nymphadora Tonks
Fenrir Greyback,Parvati Patil
Fenrir Greyback,Poppy Pomfrey
Fenrir Greyback,Remus Lupin
Fenrir Greyback,Ron Weasley
Fenrir Greyback,Rubeus Hagrid
Fenrir Greyback,Severus Snape
Fenrir Greyback,Sybill Trelawney
Fenrir Greyback,Ted Tonks
Gellert Grindelwald,Aberforth Dumbledore
Gellert Grindelwald,Albus Dumbledore
Gellert Grindelwald,Ariana Dumbledore
Gellert Grindelwald,Bathilda Bagshot
Gellert Grindelwald,Dolores Umbridge
Gellert Grindelwald,Elphias Doge
Gellert Grindelwald,Gregorovitch
Gellert Grindelwald,Harry Potter
Gellert Grindelwald,Hermione Granger
Gellert Grindelwald,Ignotus Peverell
Gellert Grindelwald,Kendra Dumbledore
Gellert Grindelwald,Lord Voldemort
Gellert Grindelwald,Viktor Krum
Gellert Grindelwald,Xenophilius Lovegood
Wilhelmina Grubbly-Plank,Albus Dumbledore
Wilhelmina Grubbly-Plank,Cornelius Fudge
Wilhelmina Grubbly-Plank,Dolores Umbridge
Wilhelmina Grubbly-Plank,Harry Potter
Wilhelmina Grubbly-Plank,Hedwig
Wilhelmina Grubbly-Plank,Hermione Granger
Wilhelmina Grubbly-Plank,Parvati Patil
Wilhelmina Grubbly-Plank,Rita Skeeter
Wilhelmina Grubbly-Plank,Rubeus Hagrid
Godric Gryffindor,Albus Dumbledore
Godric Gryffindor,Griphook
Godric Gryffindor,Harry Potter
Godric Gryffindor,Helga Hufflepuff
Godric Gryffindor,Luna Lovegood
Godric Gryffindor,Marvolo Gaunt
Godric Gryffindor,Nagini
Godric Gryffindor,Neville Longbottom
Godric Gryffindor,Rowena Ravenclaw
Godric Gryffindor,Salazar Slytherin
Rubeus Hagrid,"Alaster ""Mad-Eye"" Moody"
Rubeus Hagrid,Albus Dumbledore
Rubeus Hagrid,Andromeda Tonks
Rubeus Hagrid,Aragog
Rubeus Hagrid,Argus Filch
Rubeus Hagrid,Arthur Weasley
Rubeus Hagrid,Bane
Rubeus Hagrid,Barty Crouch Jr.
Rubeus Hagrid,Barty Crouch Sr.
Rubeus Hagrid,Buckbeak
Rubeus Hagrid,Cedric Diggory
Rubeus Hagrid,Charlie Weasley
Rubeus Hagrid,Cornelius Fudge
Rubeus Hagrid,Crookshanks
Rubeus Hagrid,Dean Thomas
Rubeus Hagrid,Dedalus Diggle
Rubeus Hagrid,Dolores Umbridge
Rubeus Hagrid,Draco Malfoy
Rubeus Hagrid,Dudley Dursley
Rubeus Hagrid,Fang
Rubeus Hagrid,Fenrir Greyback
Rubeus Hagrid,Filius Flitwick
Rubeus Hagrid,Firenze
Rubeus Hagrid,Fleur Delacour
Rubeus Hagrid,Fluffy
Rubeus Hagrid,George Weasley
Rubeus Hagrid,Gilderoy Lockhart
Rubeus Hagrid,Ginny Weasley
Rubeus Hagrid,Grawp
Rubeus Hagrid,Gregory Goyle
Rubeus Hagrid,Griphook
Rubeus Hagrid,Harry Potter
Rubeus Hagrid,Hedwig
Rubeus Hagrid,Helena Ravenclaw
Rubeus Hagrid,Hermione Granger
Rubeus Hagrid,Horace Slughorn
Rubeus Hagrid,Igor Karkaroff
Rubeus Hagrid,James Potter
Rubeus Hagrid,Justin Finch-Fletchley
Rubeus Hagrid,Katie Bell
Rubeus Hagrid,Lavender Brown
Rubeus Hagrid,Lee Jordan
Rubeus Hagrid,Lord Voldemort
Rubeus Hagrid,Lucius Malfoy
Rubeus Hagrid,Luna Lovegood
Rubeus Hagrid,Minerva McGonagall
Rubeus Hagrid,Moaning Myrtle
Rubeus Hagrid,Molly Weasley
Rubeus Hagrid,Mrs. Norris
Rubeus Hagrid,Neville Longbottom
Rubeus Hagrid,Nicholas de Mimsy-Porpington
Rubeus Hagrid,Norbert
Rubeus Hagrid,Nymphadora Tonks
Rubeus Hagrid,Olympe Maxime
Rubeus Hagrid,Pansy Parkinson
Rubeus Hagrid,Parvati Patil
Rubeus Hagrid,Percy Weasley
Rubeus Hagrid,Peter Pettigrew
Rubeus Hagrid,Petunia Dursley
Rubeus Hagrid,Pomona Sprout
Rubeus Hagrid,Poppy Pomfrey
Rubeus Hagrid,Quirinus Quirrell
Rubeus Hagrid,Remus Lupin
Rubeus Hagrid,Rita Skeeter
Rubeus Hagrid,Ron Weasley
Rubeus Hagrid,Salazar Slytherin
Rubeus Hagrid,Septima Vector
Rubeus Hagrid,Severus Snape
Rubeus Hagrid,Sirius Black
Rubeus Hagrid,Sybill Trelawney
Rubeus Hagrid,Ted Tonks
Rubeus Hagrid,Vernon Dursley
Rubeus Hagrid,Wilhelmina Grubbly-Plank
Rolanda Hooch,Albus Dumbledore
Rolanda Hooch,Alecto Carrow
Rolanda Hooch,Amycus Carrow
Rolanda Hooch,Angelina Johnson
Rolanda Hooch,Cedric Diggory
Rolanda Hooch,Dolores Umbridge
Rolanda Hooch,Draco Malfoy
Rolanda Hooch,Fat Lady
Rolanda Hooch,Filius Flitwick
Rolanda Hooch,George Weasley
Rolanda Hooch,Gilderoy Lockhart
Rolanda Hooch,Harry Potter
Rolanda Hooch,Hermione Granger
Rolanda Hooch,Katie Bell
Rolanda Hooch,Minerva McGonagall
Rolanda Hooch,Neville Longbottom
Rolanda Hooch,Oliver Wood
Rolanda Hooch,Penelope Clearwater
Rolanda Hooch,Pomona Sprout
Rolanda Hooch,Poppy Pomfrey
Rolanda Hooch,Quirinus Quirrell
Rolanda Hooch,Seamus Finnigan
Rolanda Hooch,Severus Snape
Rolanda Hooch,Sirius Black
Rolanda Hooch,Vincent Crabbe
Helga Hufflepuff,Cedric Diggory
Helga Hufflepuff,Godric Gryffindor
Helga Hufflepuff,Hepzibah Smith
Helga Hufflepuff,Hermione Granger
Helga Hufflepuff,Lord Voldemort
Helga Hufflepuff,Rowena Ravenclaw
Angelina Johnson,Albus Dumbledore
Angelina Johnson,Alicia Spinnet
Angelina Johnson,Anthony Goldstein
Angelina Johnson,Arthur Weasley
Angelina Johnson,Cedric Diggory
Angelina Johnson,Cho Chang
Angelina Johnson,Colin Creevey
Angelina Johnson,Dean Thomas
Angelina Johnson,Dolores Umbridge
Angelina Johnson,Ernie Macmillan
Angelina Johnson,Fleur Delacour
Angelina Johnson,Fred Weasley
Angelina Johnson,George Weasley
Angelina Johnson,Gilderoy Lockhart
Angelina Johnson,Ginny Weasley
Angelina Johnson,Hannah Abbott
Angelina Johnson,Harry Potter
Angelina Johnson,Hermione Granger
Angelina Johnson,Justin Finch-Fletchley
Angelina Johnson,Katie Bell
Angelina Johnson,Lavender Brown
Angelina Johnson,Lee Jordan
Angelina Johnson,Lily Potter
Angelina Johnson,Luna Lovegood
Angelina Johnson,Marietta Edgecombe
Angelina Johnson,Michael Corner
Angelina Johnson,Molly Weasley
Angelina Johnson,Neville Longbottom
Angelina Johnson,Oliver Wood
Angelina Johnson,Pansy Parkinson
Angelina Johnson,Parvati Patil
Angelina Johnson,Percy Weasley
Angelina Johnson,Rolanda Hooch
Angelina Johnson,Ron Weasley
Angelina Johnson,Seamus Finnigan
Angelina Johnson,Septima Vector
Angelina Johnson,Severus Snape
Angelina Johnson,Susan Bones
Angelina Johnson,Terry Boot
Angelina Johnson,Zacharias Smith
Lee Jordan,Albus Dumbledore
Lee Jordan,Alicia Spinnet
Lee Jordan,Angelina Johnson
Lee Jordan,Anthony Goldstein
Lee Jordan,Argus Filch
Lee Jordan,Cedric Diggory
Lee Jordan,Cho Chang
Lee Jordan,Colin Creevey
Lee Jordan,Dean Thomas
Lee Jordan,Dolores Umbridge
Lee Jordan,Draco Malfoy
Lee Jordan,Ernie Macmillan
Lee Jordan,Filius Flitwick
Lee Jordan,Fleur Delacour
Lee Jordan,Fred Weasley
Lee Jordan,George Weasley
Lee Jordan,Ginny Weasley
Lee Jordan,Hannah Abbott
Lee Jordan,Harry Potter
Lee Jordan,Hermione Granger
Lee Jordan,Justin Finch-Fletchley
Lee Jordan,Katie Bell
Lee Jordan,Kingsley Shacklebolt
Lee Jordan,Lavender Brown
Lee Jordan,Lord Voldemort
Lee Jordan,Ludo Bagman
Lee Jordan,Luna Lovegood
Lee Jordan,Marietta Edgecombe
Lee Jordan,Michael Corner
Lee Jordan,Minerva McGonagall
Lee Jordan,Nagini
Lee Jordan,Neville Longbottom
Lee Jordan,Oliver Wood
Lee Jordan,Parvati Patil
Lee Jordan,Pomona Sprout
Lee Jordan,Remus Lupin
Lee Jordan,Ron Weasley
Lee Jordan,Rubeus Hagrid
Lee Jordan,Seamus Finnigan
Lee Jordan,Severus Snape
Lee Jordan,Sirius Black
Lee Jordan,Susan Bones
Lee Jordan,Terry Boot
Lee Jordan,Zacharias Smith
Amelia Bones,Albus Dumbledore
Amelia Bones,Arabella Figg
Amelia Bones,Cornelius Fudge
Amelia Bones,Dolores Umbridge
Amelia Bones,Goyle Sr
Amelia Bones,Gregory Goyle
Amelia Bones,Harry Potter
Amelia Bones,Lord Voldemort
Amelia Bones,Pius Thicknesse
Amelia Bones,Susan Bones
Igor Karkaroff,"Alaster ""Mad-Eye"" Moody"
Igor Karkaroff,Albus Dumbledore
Igor Karkaroff,Antonin Dolohov
Igor Karkaroff,Argus Filch
Igor Karkaroff,Augustus Rookwood
Igor Karkaroff,Barty Crouch Jr.
Igor Karkaroff,Barty Crouch Sr.
Igor Karkaroff,Harry Potter
Igor Karkaroff,Hermione Granger
Igor Karkaroff,Lord Voldemort
Igor Karkaroff,Lucius Malfoy
Igor Karkaroff,Minerva McGonagall
Igor Karkaroff,Olympe Maxime
Igor Karkaroff,Peter Pettigrew
Igor Karkaroff,Remus Lupin
Igor Karkaroff,Rita Skeeter
Igor Karkaroff,Rubeus Hagrid
Igor Karkaroff,Severus Snape
Igor Karkaroff,Sirius Black
Igor Karkaroff,Viktor Krum
Viktor Krum,"Alaster ""Mad-Eye"" Moody"
Viktor Krum,Albus Dumbledore
Viktor Krum,Barty Crouch Jr.
Viktor Krum,Barty Crouch Sr.
Viktor Krum,Bill Weasley
Viktor Krum,Cedric Diggory
Viktor Krum,Fleur Delacour
Viktor Krum,Garrick Ollivander
Viktor Krum,Gellert Grindelwald
Viktor Krum,Ginny Weasley
Viktor Krum,Gregorovitch
Viktor Krum,Harry Potter
Viktor Krum,Hermione Granger
